Temperature - (Celsius), Year, Statistics, Country, ISO3
25.6001, 1978, Apr Average, Malaysia, MYS
25.89, 1978, May Average, Malaysia, MYS
25.4569, 1978, Jun Average, Malaysia, MYS
25.0663, 1978, Jul Average, Malaysia, MYS
25.4223, 1978, Aug Average, Malaysia, MYS
25.0706, 1978, Sep Average, Malaysia, MYS
25.1448, 1978, Oct Average, Malaysia, MYS
24.7361, 1978, Nov Average, Malaysia, MYS
24.9559, 1978, Dec Average, Malaysia, MYS
24.8709, 1979, Jan Average, Malaysia, MYS
25.2175, 1979, Feb Average, Malaysia, MYS
25.4898, 1979, Mar Average, Malaysia, MYS
25.7297, 1979, Apr Average, Malaysia, MYS
26.0569, 1979, May Average, Malaysia, MYS
25.5438, 1979, Jun Average, Malaysia, MYS
25.1956, 1979, Jul Average, Malaysia, MYS
25.6437, 1979, Aug Average, Malaysia, MYS
25.0555, 1979, Sep Average, Malaysia, MYS
25.1794, 1979, Oct Average, Malaysia, MYS
24.8349, 1979, Nov Average, Malaysia, MYS
24.853, 1979, Dec Average, Malaysia, MYS
24.8561, 1980, Jan Average, Malaysia, MYS
24.8919, 1980, Feb Average, Malaysia, MYS
25.3589, 1980, Mar Average, Malaysia, MYS
25.613, 1980, Apr Average, Malaysia, MYS
26.1632, 1980, May Average, Malaysia, MYS
25.5614, 1980, Jun Average, Malaysia, MYS
25.4815, 1980, Jul Average, Malaysia, MYS
24.9179, 1980, Aug Average, Malaysia, MYS
25.3668, 1980, Sep Average, Malaysia, MYS
25.4356, 1980, Oct Average, Malaysia, MYS
24.934, 1980, Nov Average, Malaysia, MYS
24.6155, 1980, Dec Average, Malaysia, MYS
24.422, 1981, Jan Average, Malaysia, MYS
24.9067, 1981, Feb Average, Malaysia, MYS
25.5794, 1981, Mar Average, Malaysia, MYS
25.7841, 1981, Apr Average, Malaysia, MYS
25.8947, 1981, May Average, Malaysia, MYS
26.0056, 1981, Jun Average, Malaysia, MYS
25.4932, 1981, Jul Average, Malaysia, MYS
26.0673, 1981, Aug Average, Malaysia, MYS
25.357, 1981, Sep Average, Malaysia, MYS
25.4552, 1981, Oct Average, Malaysia, MYS
25.0589, 1981, Nov Average, Malaysia, MYS
24.8728, 1981, Dec Average, Malaysia, MYS
24.7783, 1982, Jan Average, Malaysia, MYS
25.0554, 1982, Feb Average, Malaysia, MYS
25.4944, 1982, Mar Average, Malaysia, MYS
25.5824, 1982, Apr Average, Malaysia, MYS
25.8818, 1982, May Average, Malaysia, MYS
25.7471, 1982, Jun Average, Malaysia, MYS
25.5324, 1982, Jul Average, Malaysia, MYS
25.3161, 1982, Aug Average, Malaysia, MYS
25.5465, 1982, Sep Average, Malaysia, MYS
25.1025, 1982, Oct Average, Malaysia, MYS
25.4144, 1982, Nov Average, Malaysia, MYS
25.4748, 1982, Dec Average, Malaysia, MYS
25.4298, 1983, Jan Average, Malaysia, MYS
25.9137, 1983, Feb Average, Malaysia, MYS
26.4538, 1983, Mar Average, Malaysia, MYS
26.8142, 1983, Apr Average, Malaysia, MYS
26.3693, 1983, May Average, Malaysia, MYS
26.1269, 1983, Jun Average, Malaysia, MYS
25.6512, 1983, Jul Average, Malaysia, MYS
25.6553, 1983, Aug Average, Malaysia, MYS
25.3024, 1983, Sep Average, Malaysia, MYS
25.4945, 1983, Oct Average, Malaysia, MYS
24.9882, 1983, Nov Average, Malaysia, MYS
24.5631, 1983, Dec Average, Malaysia, MYS
24.4338, 1984, Jan Average, Malaysia, MYS
24.3867, 1984, Feb Average, Malaysia, MYS
25.0631, 1984, Mar Average, Malaysia, MYS
25.461, 1984, Apr Average, Malaysia, MYS
25.3276, 1984, May Average, Malaysia, MYS
25.4229, 1984, Jun Average, Malaysia, MYS
24.8974, 1984, Jul Average, Malaysia, MYS
25.5292, 1984, Aug Average, Malaysia, MYS
24.8826, 1984, Sep Average, Malaysia, MYS
24.9977, 1984, Oct Average, Malaysia, MYS
24.9269, 1984, Nov Average, Malaysia, MYS
24.8273, 1984, Dec Average, Malaysia, MYS
24.8507, 1985, Jan Average, Malaysia, MYS
25.3442, 1985, Feb Average, Malaysia, MYS
25.231, 1985, Mar Average, Malaysia, MYS
25.6605, 1985, Apr Average, Malaysia, MYS
25.7613, 1985, May Average, Malaysia, MYS
25.8274, 1985, Jun Average, Malaysia, MYS
24.8364, 1985, Jul Average, Malaysia, MYS
25.2981, 1985, Aug Average, Malaysia, MYS
24.9455, 1985, Sep Average, Malaysia, MYS
25.0154, 1985, Oct Average, Malaysia, MYS
24.9775, 1985, Nov Average, Malaysia, MYS
24.8993, 1985, Dec Average, Malaysia, MYS
24.4876, 1986, Jan Average, Malaysia, MYS
24.8359, 1986, Feb Average, Malaysia, MYS
25.0907, 1986, Mar Average, Malaysia, MYS
25.6967, 1986, Apr Average, Malaysia, MYS
26.1368, 1986, May Average, Malaysia, MYS
25.7022, 1986, Jun Average, Malaysia, MYS
25.5242, 1986, Jul Average, Malaysia, MYS
25.6851, 1986, Aug Average, Malaysia, MYS
25.2158, 1986, Sep Average, Malaysia, MYS
25.2338, 1986, Oct Average, Malaysia, MYS
24.8425, 1986, Nov Average, Malaysia, MYS
25.1877, 1986, Dec Average, Malaysia, MYS
24.7377, 1987, Jan Average, Malaysia, MYS
24.882, 1987, Feb Average, Malaysia, MYS
25.907, 1987, Mar Average, Malaysia, MYS
26.3125, 1987, Apr Average, Malaysia, MYS
25.9847, 1987, May Average, Malaysia, MYS
26.2823, 1987, Jun Average, Malaysia, MYS
25.8861, 1987, Jul Average, Malaysia, MYS
25.515, 1987, Aug Average, Malaysia, MYS
25.7044, 1987, Sep Average, Malaysia, MYS
25.7242, 1987, Oct Average, Malaysia, MYS
25.6375, 1987, Nov Average, Malaysia, MYS
25.1659, 1987, Dec Average, Malaysia, MYS
25.5126, 1988, Jan Average, Malaysia, MYS
25.4605, 1988, Feb Average, Malaysia, MYS
25.9088, 1988, Mar Average, Malaysia, MYS
26.1789, 1988, Apr Average, Malaysia, MYS
26.171, 1988, May Average, Malaysia, MYS
25.848, 1988, Jun Average, Malaysia, MYS
25.4748, 1988, Jul Average, Malaysia, MYS
25.2467, 1988, Aug Average, Malaysia, MYS
25.3662, 1988, Sep Average, Malaysia, MYS
25.5262, 1988, Oct Average, Malaysia, MYS
24.8693, 1988, Nov Average, Malaysia, MYS
24.4703, 1988, Dec Average, Malaysia, MYS
25.1145, 1989, Jan Average, Malaysia, MYS
24.6266, 1989, Feb Average, Malaysia, MYS
24.9707, 1989, Mar Average, Malaysia, MYS
25.5036, 1989, Apr Average, Malaysia, MYS
25.7626, 1989, May Average, Malaysia, MYS
25.4973, 1989, Jun Average, Malaysia, MYS
25.5876, 1989, Jul Average, Malaysia, MYS
25.4899, 1989, Aug Average, Malaysia, MYS
25.3112, 1989, Sep Average, Malaysia, MYS
25.3004, 1989, Oct Average, Malaysia, MYS
25.2194, 1989, Nov Average, Malaysia, MYS
25.1657, 1989, Dec Average, Malaysia, MYS
24.9158, 1990, Jan Average, Malaysia, MYS
25.518, 1990, Feb Average, Malaysia, MYS
25.7442, 1990, Mar Average, Malaysia, MYS
26.2804, 1990, Apr Average, Malaysia, MYS
26.2044, 1990, May Average, Malaysia, MYS
26.131, 1990, Jun Average, Malaysia, MYS
25.4841, 1990, Jul Average, Malaysia, MYS
25.8544, 1990, Aug Average, Malaysia, MYS
25.4868, 1990, Sep Average, Malaysia, MYS
25.6066, 1990, Oct Average, Malaysia, MYS
25.2691, 1990, Nov Average, Malaysia, MYS
25.2941, 1990, Dec Average, Malaysia, MYS
25.3727, 1991, Jan Average, Malaysia, MYS
25.3398, 1991, Feb Average, Malaysia, MYS
25.8212, 1991, Mar Average, Malaysia, MYS
26.0269, 1991, Apr Average, Malaysia, MYS
26.088, 1991, May Average, Malaysia, MYS
26.44, 1991, Jun Average, Malaysia, MYS
26.0007, 1991, Jul Average, Malaysia, MYS
25.815, 1991, Aug Average, Malaysia, MYS
25.7152, 1991, Sep Average, Malaysia, MYS
25.2973, 1991, Oct Average, Malaysia, MYS
24.931, 1991, Nov Average, Malaysia, MYS
25.1033, 1991, Dec Average, Malaysia, MYS
25.0392, 1992, Jan Average, Malaysia, MYS
25.4035, 1992, Feb Average, Malaysia, MYS
26.095, 1992, Mar Average, Malaysia, MYS
26.5586, 1992, Apr Average, Malaysia, MYS
26.2171, 1992, May Average, Malaysia, MYS
25.8829, 1992, Jun Average, Malaysia, MYS
25.3993, 1992, Jul Average, Malaysia, MYS
25.939, 1992, Aug Average, Malaysia, MYS
25.5819, 1992, Sep Average, Malaysia, MYS
25.1675, 1992, Oct Average, Malaysia, MYS
24.7156, 1992, Nov Average, Malaysia, MYS
24.9236, 1992, Dec Average, Malaysia, MYS
24.9856, 1993, Jan Average, Malaysia, MYS
24.9469, 1993, Feb Average, Malaysia, MYS
25.2869, 1993, Mar Average, Malaysia, MYS
25.7971, 1993, Apr Average, Malaysia, MYS
25.98, 1993, May Average, Malaysia, MYS
26.1308, 1993, Jun Average, Malaysia, MYS
25.6418, 1993, Jul Average, Malaysia, MYS
25.7833, 1993, Aug Average, Malaysia, MYS
25.327, 1993, Sep Average, Malaysia, MYS
25.2978, 1993, Oct Average, Malaysia, MYS
25.3377, 1993, Nov Average, Malaysia, MYS
25.2888, 1993, Dec Average, Malaysia, MYS
25.3065, 1994, Jan Average, Malaysia, MYS
25.4346, 1994, Feb Average, Malaysia, MYS
25.2319, 1994, Mar Average, Malaysia, MYS
25.8734, 1994, Apr Average, Malaysia, MYS
25.9605, 1994, May Average, Malaysia, MYS
25.682, 1994, Jun Average, Malaysia, MYS
25.8781, 1994, Jul Average, Malaysia, MYS
25.4688, 1994, Aug Average, Malaysia, MYS
25.7884, 1994, Sep Average, Malaysia, MYS
25.3784, 1994, Oct Average, Malaysia, MYS
25.2375, 1994, Nov Average, Malaysia, MYS
25.511, 1994, Dec Average, Malaysia, MYS
25.3791, 1995, Jan Average, Malaysia, MYS
25.1531, 1995, Feb Average, Malaysia, MYS
25.5602, 1995, Mar Average, Malaysia, MYS
26.1243, 1995, Apr Average, Malaysia, MYS
26.2614, 1995, May Average, Malaysia, MYS
26.2401, 1995, Jun Average, Malaysia, MYS
25.6402, 1995, Jul Average, Malaysia, MYS
25.3915, 1995, Aug Average, Malaysia, MYS
25.71, 1995, Sep Average, Malaysia, MYS
25.6828, 1995, Oct Average, Malaysia, MYS
25.2299, 1995, Nov Average, Malaysia, MYS
24.887, 1995, Dec Average, Malaysia, MYS
24.6202, 1996, Jan Average, Malaysia, MYS
24.6944, 1996, Feb Average, Malaysia, MYS
25.7159, 1996, Mar Average, Malaysia, MYS
25.9958, 1996, Apr Average, Malaysia, MYS
26.2689, 1996, May Average, Malaysia, MYS
25.9561, 1996, Jun Average, Malaysia, MYS
26.0684, 1996, Jul Average, Malaysia, MYS
25.551, 1996, Aug Average, Malaysia, MYS
25.826, 1996, Sep Average, Malaysia, MYS
25.3535, 1996, Oct Average, Malaysia, MYS
25.2937, 1996, Nov Average, Malaysia, MYS
24.9013, 1996, Dec Average, Malaysia, MYS
25.0548, 1997, Jan Average, Malaysia, MYS
25.0046, 1997, Feb Average, Malaysia, MYS
25.9256, 1997, Mar Average, Malaysia, MYS
25.8746, 1997, Apr Average, Malaysia, MYS
26.3005, 1997, May Average, Malaysia, MYS
26.2919, 1997, Jun Average, Malaysia, MYS
26.0335, 1997, Jul Average, Malaysia, MYS
26.436, 1997, Aug Average, Malaysia, MYS
25.9252, 1997, Sep Average, Malaysia, MYS
25.7126, 1997, Oct Average, Malaysia, MYS
25.6631, 1997, Nov Average, Malaysia, MYS
25.878, 1997, Dec Average, Malaysia, MYS
26.239, 1998, Jan Average, Malaysia, MYS
26.4837, 1998, Feb Average, Malaysia, MYS
26.6704, 1998, Mar Average, Malaysia, MYS
26.9157, 1998, Apr Average, Malaysia, MYS
27.3174, 1998, May Average, Malaysia, MYS
26.4217, 1998, Jun Average, Malaysia, MYS
26.056, 1998, Jul Average, Malaysia, MYS
25.7311, 1998, Aug Average, Malaysia, MYS
26.0404, 1998, Sep Average, Malaysia, MYS
26.0081, 1998, Oct Average, Malaysia, MYS
25.6533, 1998, Nov Average, Malaysia, MYS
25.312, 1998, Dec Average, Malaysia, MYS
25.3276, 1999, Jan Average, Malaysia, MYS
25.1621, 1999, Feb Average, Malaysia, MYS
25.6732, 1999, Mar Average, Malaysia, MYS
26.1756, 1999, Apr Average, Malaysia, MYS
25.7801, 1999, May Average, Malaysia, MYS
25.9929, 1999, Jun Average, Malaysia, MYS
25.8551, 1999, Jul Average, Malaysia, MYS
25.6159, 1999, Aug Average, Malaysia, MYS
25.7368, 1999, Sep Average, Malaysia, MYS
25.3522, 1999, Oct Average, Malaysia, MYS
25.4305, 1999, Nov Average, Malaysia, MYS
25.0774, 1999, Dec Average, Malaysia, MYS
25.1713, 2000, Jan Average, Malaysia, MYS
25.1324, 2000, Feb Average, Malaysia, MYS
25.6929, 2000, Mar Average, Malaysia, MYS
25.8319, 2000, Apr Average, Malaysia, MYS
26.4762, 2000, May Average, Malaysia, MYS
25.5899, 2000, Jun Average, Malaysia, MYS
26.2108, 2000, Jul Average, Malaysia, MYS
25.7621, 2000, Aug Average, Malaysia, MYS
25.7276, 2000, Sep Average, Malaysia, MYS
25.778, 2000, Oct Average, Malaysia, MYS
25.5634, 2000, Nov Average, Malaysia, MYS
25.7153, 2000, Dec Average, Malaysia, MYS
25.2333, 2001, Jan Average, Malaysia, MYS
25.3746, 2001, Feb Average, Malaysia, MYS
25.8263, 2001, Mar Average, Malaysia, MYS
26.1115, 2001, Apr Average, Malaysia, MYS
26.5545, 2001, May Average, Malaysia, MYS
25.9408, 2001, Jun Average, Malaysia, MYS
26.3233, 2001, Jul Average, Malaysia, MYS
26.2253, 2001, Aug Average, Malaysia, MYS
25.8883, 2001, Sep Average, Malaysia, MYS
25.7191, 2001, Oct Average, Malaysia, MYS
25.4465, 2001, Nov Average, Malaysia, MYS
25.5043, 2001, Dec Average, Malaysia, MYS
25.4724, 2002, Jan Average, Malaysia, MYS
25.4107, 2002, Feb Average, Malaysia, MYS
26.0944, 2002, Mar Average, Malaysia, MYS
26.4276, 2002, Apr Average, Malaysia, MYS
26.7613, 2002, May Average, Malaysia, MYS
26.3583, 2002, Jun Average, Malaysia, MYS
26.5495, 2002, Jul Average, Malaysia, MYS
26.0098, 2002, Aug Average, Malaysia, MYS
25.7773, 2002, Sep Average, Malaysia, MYS
25.8438, 2002, Oct Average, Malaysia, MYS
25.6534, 2002, Nov Average, Malaysia, MYS
26.1162, 2002, Dec Average, Malaysia, MYS
25.573, 2003, Jan Average, Malaysia, MYS
25.6007, 2003, Feb Average, Malaysia, MYS
25.954, 2003, Mar Average, Malaysia, MYS
26.2543, 2003, Apr Average, Malaysia, MYS
26.6605, 2003, May Average, Malaysia, MYS
26.1602, 2003, Jun Average, Malaysia, MYS
25.7706, 2003, Jul Average, Malaysia, MYS
26.173, 2003, Aug Average, Malaysia, MYS
25.8739, 2003, Sep Average, Malaysia, MYS
25.455, 2003, Oct Average, Malaysia, MYS
25.4782, 2003, Nov Average, Malaysia, MYS
25.1734, 2003, Dec Average, Malaysia, MYS
25.5184, 2004, Jan Average, Malaysia, MYS
25.4643, 2004, Feb Average, Malaysia, MYS
26.091, 2004, Mar Average, Malaysia, MYS
26.5552, 2004, Apr Average, Malaysia, MYS
26.3708, 2004, May Average, Malaysia, MYS
26.247, 2004, Jun Average, Malaysia, MYS
25.4226, 2004, Jul Average, Malaysia, MYS
26.1839, 2004, Aug Average, Malaysia, MYS
25.4294, 2004, Sep Average, Malaysia, MYS
25.4371, 2004, Oct Average, Malaysia, MYS
25.3998, 2004, Nov Average, Malaysia, MYS
25.2105, 2004, Dec Average, Malaysia, MYS
25.2003, 2005, Jan Average, Malaysia, MYS
25.8838, 2005, Feb Average, Malaysia, MYS
25.9079, 2005, Mar Average, Malaysia, MYS
26.4541, 2005, Apr Average, Malaysia, MYS
26.242, 2005, May Average, Malaysia, MYS
26.2436, 2005, Jun Average, Malaysia, MYS
25.8803, 2005, Jul Average, Malaysia, MYS
26.1764, 2005, Aug Average, Malaysia, MYS
26.1236, 2005, Sep Average, Malaysia, MYS
25.5661, 2005, Oct Average, Malaysia, MYS
25.2887, 2005, Nov Average, Malaysia, MYS
25.0918, 2005, Dec Average, Malaysia, MYS
25.2673, 2006, Jan Average, Malaysia, MYS
25.4736, 2006, Feb Average, Malaysia, MYS
25.8721, 2006, Mar Average, Malaysia, MYS
25.8047, 2006, Apr Average, Malaysia, MYS
25.7259, 2006, May Average, Malaysia, MYS
25.6152, 2006, Jun Average, Malaysia, MYS
26.205, 2006, Jul Average, Malaysia, MYS
25.9629, 2006, Aug Average, Malaysia, MYS
25.498, 2006, Sep Average, Malaysia, MYS
25.6263, 2006, Oct Average, Malaysia, MYS
25.5367, 2006, Nov Average, Malaysia, MYS
25.7939, 2006, Dec Average, Malaysia, MYS
25.1877, 2007, Jan Average, Malaysia, MYS
25.3104, 2007, Feb Average, Malaysia, MYS
25.8229, 2007, Mar Average, Malaysia, MYS
26.0617, 2007, Apr Average, Malaysia, MYS
26.3136, 2007, May Average, Malaysia, MYS
25.9482, 2007, Jun Average, Malaysia, MYS
25.7296, 2007, Jul Average, Malaysia, MYS
25.7576, 2007, Aug Average, Malaysia, MYS
25.6044, 2007, Sep Average, Malaysia, MYS
25.619, 2007, Oct Average, Malaysia, MYS
25.0313, 2007, Nov Average, Malaysia, MYS
25.1979, 2007, Dec Average, Malaysia, MYS
25.3171, 2008, Jan Average, Malaysia, MYS
24.7882, 2008, Feb Average, Malaysia, MYS
25.0468, 2008, Mar Average, Malaysia, MYS
25.6931, 2008, Apr Average, Malaysia, MYS
25.9288, 2008, May Average, Malaysia, MYS
25.5804, 2008, Jun Average, Malaysia, MYS
25.3831, 2008, Jul Average, Malaysia, MYS
25.6479, 2008, Aug Average, Malaysia, MYS
25.6685, 2008, Sep Average, Malaysia, MYS
25.6115, 2008, Oct Average, Malaysia, MYS
25.4601, 2008, Nov Average, Malaysia, MYS
25.2675, 2008, Dec Average, Malaysia, MYS
24.7523, 2009, Jan Average, Malaysia, MYS
25.2837, 2009, Feb Average, Malaysia, MYS
25.4039, 2009, Mar Average, Malaysia, MYS
26.185, 2009, Apr Average, Malaysia, MYS
26.2181, 2009, May Average, Malaysia, MYS
26.4242, 2009, Jun Average, Malaysia, MYS
25.9345, 2009, Jul Average, Malaysia, MYS
26.0843, 2009, Aug Average, Malaysia, MYS
26.0862, 2009, Sep Average, Malaysia, MYS
25.7939, 2009, Oct Average, Malaysia, MYS
25.4535, 2009, Nov Average, Malaysia, MYS
25.3917, 2009, Dec Average, Malaysia, MYS
25.4245, 2010, Jan Average, Malaysia, MYS
26.0663, 2010, Feb Average, Malaysia, MYS
26.3342, 2010, Mar Average, Malaysia, MYS
26.6258, 2010, Apr Average, Malaysia, MYS
26.825, 2010, May Average, Malaysia, MYS
26.1731, 2010, Jun Average, Malaysia, MYS
25.4688, 2010, Jul Average, Malaysia, MYS
25.8289, 2010, Aug Average, Malaysia, MYS
25.7033, 2010, Sep Average, Malaysia, MYS
25.7246, 2010, Oct Average, Malaysia, MYS
25.3379, 2010, Nov Average, Malaysia, MYS
25.0733, 2010, Dec Average, Malaysia, MYS
24.9243, 2011, Jan Average, Malaysia, MYS
25.0878, 2011, Feb Average, Malaysia, MYS
25.1826, 2011, Mar Average, Malaysia, MYS
25.8252, 2011, Apr Average, Malaysia, MYS
26.0661, 2011, May Average, Malaysia, MYS
26.148, 2011, Jun Average, Malaysia, MYS
26.0907, 2011, Jul Average, Malaysia, MYS
25.9912, 2011, Aug Average, Malaysia, MYS
25.9387, 2011, Sep Average, Malaysia, MYS
25.6368, 2011, Oct Average, Malaysia, MYS
25.6815, 2011, Nov Average, Malaysia, MYS
25.4584, 2011, Dec Average, Malaysia, MYS
25.4909, 2012, Jan Average, Malaysia, MYS
25.5237, 2012, Feb Average, Malaysia, MYS
25.6592, 2012, Mar Average, Malaysia, MYS
25.917, 2012, Apr Average, Malaysia, MYS
26.3218, 2012, May Average, Malaysia, MYS
26.3288, 2012, Jun Average, Malaysia, MYS
25.7311, 2012, Jul Average, Malaysia, MYS
25.9883, 2012, Aug Average, Malaysia, MYS
25.9571, 2012, Sep Average, Malaysia, MYS
25.7476, 2012, Oct Average, Malaysia, MYS
25.6834, 2012, Nov Average, Malaysia, MYS
25.756, 2012, Dec Average, Malaysia, MYS
25.6998, 2013, Jan Average, Malaysia, MYS
25.4661, 2013, Feb Average, Malaysia, MYS
26.4386, 2013, Mar Average, Malaysia, MYS
26.4395, 2013, Apr Average, Malaysia, MYS
26.4555, 2013, May Average, Malaysia, MYS
26.6913, 2013, Jun Average, Malaysia, MYS
25.8991, 2013, Jul Average, Malaysia, MYS
25.9778, 2013, Aug Average, Malaysia, MYS
25.8061, 2013, Sep Average, Malaysia, MYS
25.5625, 2013, Oct Average, Malaysia, MYS
25.5479, 2013, Nov Average, Malaysia, MYS
25.4492, 2013, Dec Average, Malaysia, MYS
24.5197, 2014, Jan Average, Malaysia, MYS
25.2883, 2014, Feb Average, Malaysia, MYS
25.9291, 2014, Mar Average, Malaysia, MYS
26.364, 2014, Apr Average, Malaysia, MYS
26.4331, 2014, May Average, Malaysia, MYS
26.71, 2014, Jun Average, Malaysia, MYS
26.1614, 2014, Jul Average, Malaysia, MYS
25.6065, 2014, Aug Average, Malaysia, MYS
26.0156, 2014, Sep Average, Malaysia, MYS
25.7495, 2014, Oct Average, Malaysia, MYS
25.7238, 2014, Nov Average, Malaysia, MYS
25.5438, 2014, Dec Average, Malaysia, MYS
25.0353, 2015, Jan Average, Malaysia, MYS
25.27, 2015, Feb Average, Malaysia, MYS
25.9976, 2015, Mar Average, Malaysia, MYS
26.5191, 2015, Apr Average, Malaysia, MYS
26.7362, 2015, May Average, Malaysia, MYS
26.6042, 2015, Jun Average, Malaysia, MYS
26.4819, 2015, Jul Average, Malaysia, MYS
26.0703, 2015, Aug Average, Malaysia, MYS
26.1382, 2015, Sep Average, Malaysia, MYS
26.2109, 2015, Oct Average, Malaysia, MYS
25.8176, 2015, Nov Average, Malaysia, MYS
25.9976, 2015, Dec Average, Malaysia, MYS
26.2786, 2016, Jan Average, Malaysia, MYS
26.1558, 2016, Feb Average, Malaysia, MYS
26.656, 2016, Mar Average, Malaysia, MYS
27.1446, 2016, Apr Average, Malaysia, MYS
27.0044, 2016, May Average, Malaysia, MYS
26.3393, 2016, Jun Average, Malaysia, MYS
26.2179, 2016, Jul Average, Malaysia, MYS
26.6037, 2016, Aug Average, Malaysia, MYS
26.1547, 2016, Sep Average, Malaysia, MYS
26.1699, 2016, Oct Average, Malaysia, MYS
25.8739, 2016, Nov Average, Malaysia, MYS
25.9052, 2016, Dec Average, Malaysia, MYS
